0,62.9
0,29.4
0,28.0
0,27.8
1,30.5
0,27.7
1,34.1
1,30.5
0,28.4
0,28.7
1,30.2
0,27.7
0,29.0
0,26.6
0,28.8
0,28.4
0,28.1
0,28.4
0,27.1
0,29.0
0,28.3
0,28.5
0,29.7
0,27.3
1,31.2
0,29.6
1,30.0
0,27.2
0,27.3
0,27.0
0,27.9
0,28.4
0,26.8
0,26.3
1,30.7
0,28.2
0,28.1
0,27.9
1,61.1
1,57.6
1,33.7
0,29.2
0,27.2
0,27.3
0,28.4
0,26.2
0,29.2
0,29.0
0,26.8
0,28.4
0,27.4
0,28.0
0,29.6
0,26.7
0,28.7
0,28.8
0,27.9
0,27.0
0,28.0
0,27.7
0,28.3
