4.5,64.6,0
9.5,64.6,0
7.0,64.6,0
1.4,64.6,0
5.3,64.6,0
18.6,64.8,0
3.3,64.8,0
9.5,64.0,0
5.3,64.0,0
4.8,64.0,0
4.7,64.0,0
2.3,64.0,0
5.4,64.0,0
6.6,64.0,0
4.9,64.1,0
3.1,64.1,0
3.5,64.1,0
4.7,64.0,0
3.3,64.0,0
4.7,64.0,0
5.2,63.9,0
5.4,63.9,0
5.3,63.9,0
4.3,63.9,0
4.5,63.9,0
3.3,63.8,0
5.6,63.8,0
5.3,63.8,0
4.1,63.8,0
4.7,63.8,0
3.7,63.8,0
4.9,63.8,0
11.1,63.9,0
5.1,63.9,0
5.6,63.9,0
6.6,63.9,0
8.6,63.8,0
6.8,63.8,0
7.2,63.8,0
12.4,63.8,0
6.4,63.8,0
5.1,63.8,0
13.3,63.9,0
8.4,64.0,0
8.1,64.0,0
5.0,64.0,0
5.4,63.9,0
3.9,63.9,0
3.9,63.9,0
3.7,63.9,0
3.3,63.9,0
2.5,63.9,0
2.9,63.9,0
4.7,63.9,0
4.7,63.9,0
9.4,63.7,0
9.5,63.9,0
7.0,63.9,0
3.9,63.9,0
2.0,63.9,0
3.9,63.9,0
7.2,63.9,0
3.3,63.9,0
5.8,63.9,0
7.2,63.9,0
7.0,63.9,0
8.1,63.9,0
5.1,63.8,0
3.5,63.8,0
5.7,63.8,0
3.7,63.8,0
3.9,63.8,0
3.3,63.8,0
7.4,63.8,0
6.8,63.8,0
4.5,63.8,0
4.9,63.7,0
3.7,63.7,0
3.5,63.7,0
4.3,63.7,0
6.2,63.7,0
9.2,63.7,0
6.8,63.7,0
6.4,63.9,0
4.8,63.7,0
5.8,63.7,0
19.6,64.2,0
4.1,64.2,0
13.0,64.7,0
10.9,64.3,0
5.6,64.2,0
6.2,64.0,0
8.1,63.9,0
6.4,63.7,0
3.3,63.7,0
4.1,63.7,0
4.1,63.6,0
4.5,63.6,0
8.0,63.6,0
4.7,63.6,0
6.8,63.6,0
2.7,63.5,0
8.5,63.5,0
11.1,63.5,0
8.5,63.5,0
4.5,63.5,0
8.7,63.5,0
3.3,63.5,0
3.9,63.5,0
3.9,63.5,0
6.8,63.6,0
7.7,63.6,0
9.1,63.6,0
5.7,63.6,0
10.7,64.5,0
9.3,64.5,0
8.9,64.5,0
7.4,64.5,0
11.0,64.5,0
5.1,64.4,0
7.2,64.4,0
6.2,64.4,0
1.9,64.4,0
3.5,64.4,0
5.2,64.4,0
7.4,64.4,0
3.9,64.4,0
12.6,64.4,0
10.4,64.4,0
5.4,64.4,0
1.6,64.4,0
3.1,64.4,0
8.2,64.4,0
2.9,64.4,0
8.8,64.4,0
3.1,64.4,0
3.1,64.3,0
1.8,64.3,0
2.5,64.3,0
4.5,64.3,0
3.3,64.3,0
2.9,64.3,0
4.8,64.3,0
5.8,64.3,0
5.2,64.3,0
3.7,64.3,0
5.2,64.3,0
4.5,64.4,0
4.5,64.4,0
4.3,64.3,0
4.3,64.4,0
4.9,64.4,0
6.2,64.6,0
7.6,64.6,0
14.3,64.5,0
5.0,64.5,0
4.1,64.5,0
3.5,64.4,0
4.7,64.4,0
8.9,64.4,0
3.7,64.4,0
4.7,64.4,0
4.3,64.4,0
4.7,64.4,0
4.5,64.3,0
4.1,64.3,0
4.5,64.3,0
4.7,64.3,0
3.7,64.3,0
3.9,64.3,0
3.3,64.3,0
3.5,64.3,0
3.3,64.3,0
4.3,64.3,0
3.7,64.3,0
4.7,64.3,0
5.0,64.3,0
4.7,64.3,0
4.9,64.3,0
4.3,64.3,0
3.5,64.3,0
5.2,64.3,0
5.6,64.3,0
3.5,64.3,0
5.9,64.3,0
3.9,64.3,0
5.1,64.3,0
3.9,64.3,0
5.0,64.3,0
4.5,64.3,0
5.4,64.3,0
4.1,64.3,0
3.1,64.3,0
3.3,64.3,0
4.9,64.3,0
6.0,64.3,0
7.2,64.3,0
4.3,64.3,0
6.0,64.3,0
4.3,64.3,0
3.9,64.3,0
8.3,64.3,0
4.1,64.3,0
3.7,64.3,0
4.5,64.3,0
4.1,64.3,0
3.3,64.3,0
3.9,64.3,0
3.9,64.3,0
3.9,64.3,0
4.5,64.3,0
5.2,64.3,0
2.9,64.3,0
3.1,64.3,0
4.9,64.3,0
5.0,64.3,0
6.4,64.3,0
5.2,64.3,0
4.5,64.3,0
5.5,64.3,0
3.3,64.3,0
4.9,64.3,0
5.4,64.3,0
4.7,64.3,0
4.1,64.3,0
2.3,64.3,0
2.9,64.3,0
4.7,64.3,0
5.1,64.3,0
9.0,64.3,0
7.8,64.3,0
7.8,64.3,0
5.2,64.3,0
5.3,64.3,0
5.6,64.3,0
5.1,64.3,0
6.4,64.2,0
4.1,64.2,0
5.7,64.2,0
3.3,64.2,0
5.2,64.2,0
3.7,64.2,0
3.5,64.2,0
3.5,64.2,0
3.9,64.2,0
3.3,64.2,0
5.1,64.2,0
4.7,64.2,0
4.9,64.2,0
4.9,64.2,0
5.6,64.2,0
4.3,64.2,0
4.5,64.2,0
2.9,64.2,0
4.1,64.2,0
5.1,64.2,0
4.5,64.2,0
4.1,64.2,0
4.1,64.2,0
3.5,64.2,0
3.1,64.2,0
4.3,64.2,0
2.9,64.2,0
3.3,64.2,0
3.3,64.2,0
4.7,64.2,0
2.9,64.3,0
2.5,64.3,0
4.3,64.3,0
2.9,64.3,0
1.8,64.2,0
4.9,64.2,0
4.9,64.2,0
7.2,64.2,0
4.5,64.2,0
2.9,64.2,0
2.5,64.2,0
4.3,64.2,0
2.7,64.2,0
3.1,64.2,0
2.3,64.2,0
3.5,64.2,0
4.9,64.2,0
4.7,64.2,0
10.3,63.5,0
3.7,63.5,0
1.8,63.5,0
2.1,63.5,0
7.0,63.5,0
4.5,63.5,0
4.3,63.5,0
7.5,63.5,0
10.8,63.5,0
7.0,63.5,0
5.5,63.5,0
2.9,63.5,0
3.5,63.5,0
4.4,63.5,0
4.3,63.5,0
3.5,63.5,0
3.9,63.5,0
5.3,63.5,0
4.5,63.5,0
12.2,63.6,0
18.9,63.6,0
2.7,63.5,0
5.6,63.5,0
3.5,63.5,0
3.3,63.5,0
3.7,63.5,0
2.5,63.5,0
4.5,63.5,0
3.5,63.4,0
4.9,63.4,0
7.9,63.4,0
5.0,63.4,0
4.5,63.5,0
2.3,63.5,0
3.7,63.5,0
2.5,63.5,0
2.7,63.5,0
2.1,63.5,0
2.9,63.5,0
3.1,63.5,0
3.1,63.5,0
3.1,63.5,0
5.5,63.5,0
5.1,63.4,0
10.8,63.5,0
3.7,63.5,0
4.9,63.6,0
4.5,63.6,0
4.9,63.6,0
2.9,63.5,0
3.3,63.5,0
3.5,63.5,0
2.5,63.5,0
