30.8,65.7,0
9.4,65.7,0
4.7,65.7,0
8.5,65.4,0
4.5,65.3,0
24.7,66.0,0
12.9,65.2,0
2.3,65.2,0
3.7,65.2,0
8.1,65.2,0
6.0,65.2,0
4.7,65.1,0
2.7,65.1,0
7.6,65.1,0
10.5,65.6,0
5.2,65.6,0
11.1,65.7,0
7.6,65.7,0
12.3,65.8,0
11.7,65.9,0
16.0,66.2,0
5.8,65.7,0
4.7,65.7,0
5.1,65.6,0
4.7,65.6,0
6.0,65.6,0
4.9,65.6,0
8.4,65.6,0
9.9,65.9,0
28.1,65.7,0
3.7,65.7,0
4.5,65.7,0
3.1,65.6,0
2.7,65.6,0
3.3,65.6,0
4.9,65.4,0
3.3,65.4,0
3.9,65.4,0
5.8,65.4,0
3.1,65.4,0
7.8,65.4,0
5.3,65.4,0
6.4,65.4,0
7.7,65.6,0
33.4,66.3,0
4.5,65.4,0
2.1,65.4,0
3.3,65.3,0
2.5,65.3,0
4.1,65.3,0
5.1,65.3,0
2.3,65.3,0
3.5,65.3,0
3.5,65.3,0
3.1,65.3,0
3.7,65.3,0
2.3,65.3,0
2.3,65.3,0
3.1,65.3,0
5.6,65.3,0
5.1,65.2,0
3.5,65.2,0
4.1,65.2,0
3.1,65.2,0
3.9,65.2,0
8.2,65.2,0
2.5,65.2,0
3.7,65.2,0
3.7,65.2,0
5.4,65.2,0
3.9,65.2,0
2.9,65.2,0
2.5,65.2,0
3.3,65.2,0
4.1,65.2,0
22.3,64.4,0
12.5,64.3,0
3.1,64.3,0
3.7,64.3,0
3.5,64.3,0
2.7,64.3,0
2.9,64.3,0
3.1,64.3,0
2.9,64.3,0
2.7,64.2,0
5.2,64.2,0
3.3,64.2,0
3.7,64.2,0
2.7,64.2,0
3.9,64.2,0
5.7,64.2,0
15.1,64.2,0
4.3,64.2,0
8.9,64.8,0
9.2,64.9,0
8.3,64.9,0
22.5,65.9,0
21.0,64.6,0
5.1,64.2,0
6.6,64.2,0
3.7,64.2,0
9.1,64.2,0
9.6,64.2,0
10.9,64.3,0
8.4,64.3,0
12.9,64.3,0
7.0,64.3,0
4.9,64.3,0
24.5,65.2,0
15.6,64.3,0
3.5,64.2,0
4.3,64.1,0
8.9,64.8,0
3.5,64.7,0
3.5,64.7,0
5.6,64.7,0
9.1,64.7,0
16.4,64.7,0
17.5,64.6,0
5.6,64.6,0
7.9,64.7,0
2.5,64.7,0
2.3,64.7,0
6.8,64.7,0
7.9,65.0,0
5.1,65.0,0
8.3,65.1,0
4.7,65.1,0
9.3,64.9,0
19.1,65.5,0
22.8,64.8,0
5.8,64.8,0
10.1,64.8,0
5.6,64.8,0
8.2,65.0,0
10.7,65.1,0
7.8,65.1,0
4.5,64.9,0
3.9,64.9,0
12.1,65.1,0
15.0,65.1,0
4.5,65.1,0
10.3,64.6,0
4.7,63.6,0
8.5,63.4,0
18.3,64.1,0
19.7,63.7,0
3.3,63.6,0
2.3,63.6,0
9.7,63.9,0
8.7,63.9,0
8.3,63.8,0
4.9,63.7,0
11.2,64.2,0
4.9,64.1,0
14.2,64.5,0
30.0,63.8,0
4.7,63.8,0
4.7,63.7,0
2.5,63.7,0
4.7,63.7,0
2.7,63.7,0
4.5,63.7,0
3.9,63.6,0
14.6,64.3,0
3.7,63.9,0
5.7,63.9,0
8.3,63.8,0
3.7,63.7,0
4.3,63.7,0
7.8,63.7,0
4.5,63.7,0
2.3,63.7,0
2.9,63.7,0
2.5,63.7,0
3.7,63.7,0
3.9,63.7,0
2.3,63.7,0
3.5,63.7,0
2.9,63.7,0
13.6,64.6,0
10.5,64.5,0
3.5,64.5,0
9.4,63.6,0
5.3,63.5,0
15.0,63.9,0
9.7,63.9,0
7.6,64.0,0
5.1,64.0,0
8.8,64.0,0
10.5,64.1,0
6.4,64.1,0
6.6,64.1,0
12.1,64.2,0
15.4,64.3,0
36.6,64.7,0
31.2,64.9,0
29.4,64.9,0
34.4,65.1,0
38.5,65.3,0
12.0,65.4,0
2.5,65.3,0
6.4,65.1,0
4.5,64.8,0
2.0,64.8,0
2.5,64.8,0
2.5,64.7,0
4.1,64.7,0
2.7,64.7,0
2.7,64.7,0
3.5,64.7,0
4.5,64.7,0
4.9,64.7,0
5.0,64.7,0
9.1,64.9,0
5.5,64.9,0
16.1,64.5,0
7.0,64.3,0
3.9,64.3,0
4.3,64.3,0
2.7,64.2,0
4.5,64.2,0
3.5,64.2,0
3.9,64.2,0
32.1,64.9,0
8.0,64.9,0
7.2,64.7,0
5.0,64.7,0
10.7,64.8,0
4.5,64.6,0
10.3,64.6,0
4.1,64.6,0
6.0,64.6,0
7.2,64.5,0
8.1,64.5,0
2.5,64.5,0
7.5,64.6,0
6.8,64.6,0
7.6,64.9,0
8.7,64.9,0
9.7,64.8,0
8.5,64.7,0
4.5,64.6,0
4.7,64.6,0
3.9,64.5,0
4.1,64.5,0
2.9,64.5,0
4.7,64.4,0
4.5,64.4,0
6.4,64.6,0
3.9,64.6,0
1.8,64.6,0
2.3,64.6,0
4.3,64.6,0
6.0,64.6,0
10.4,64.6,0
4.3,64.6,0
4.3,64.6,0
7.4,64.6,0
9.5,64.5,0
18.1,64.6,0
3.5,64.6,0
7.5,64.6,0
2.9,64.6,0
