56.4,54.8,0
33.9,55.2,0
85.1,56.2,1
68.4,57.7,0
80.9,59.5,1
100.0,61.1,1
94.9,62.0,1
74.8,62.2,1
83.4,62.6,1
86.1,63.0,1
78.6,63.1,1
77.7,63.0,1
36.3,63.1,0
30.3,62.8,0
68.0,62.9,0
36.6,62.9,0
34.5,62.9,0
38.3,62.9,0
54.4,64.1,0
41.2,63.9,0
26.6,63.9,0
48.5,63.9,0
29.3,63.9,0
27.7,63.9,0
27.0,63.9,0
27.5,63.1,0
27.1,63.0,0
26.0,63.0,0
29.7,63.0,0
46.6,63.8,0
31.0,63.8,0
33.7,63.8,0
39.9,64.4,0
44.9,64.5,0
35.4,64.6,0
30.0,64.6,0
31.1,64.5,0
42.6,64.6,0
52.6,65.4,1
57.1,65.8,1
57.0,66.2,1
69.3,66.1,1
38.9,66.1,1
41.7,66.2,1
45.5,66.4,1
41.4,66.5,1
59.4,67.1,1
47.5,66.4,1
38.6,66.4,1
72.6,67.2,1
71.9,67.3,1
46.6,67.4,1
51.6,67.6,1
46.0,67.6,1
38.7,67.4,1
41.5,67.3,1
53.8,67.4,1
58.8,67.6,1
47.0,67.9,1
45.4,67.8,1
57.0,68.1,1
